,city,x,y
0,1,334.5909245845,161.7809319139
1,2,397.6446634067,262.8165330708
2,3,503.8741827107,172.8741151168
3,4,444.04794035019995,384.6491809647
4,5,311.6137146746,2.0091699828
5,6,662.8551011379,549.2301263653
6,7,40.0979030612,187.2375430791
7,8,526.8941409181,215.7079092185
8,9,209.1887938487,691.0262291948
9,10,683.2674131973,414.20962869059997
10,11,280.7494438748,5.9206392047000005
11,12,252.74930900799998,535.7430385019001
12,13,698.7850451923,348.44137297660006
13,14,678.7574678104,410.7256424438
14,15,220.0041131179,409.1225812873
15,16,355.1528556851,76.3912076444
16,17,296.9724227786,313.1312792361
17,18,504.5154071733,240.88665644990002
18,19,224.10794967849998,358.4872228907
19,20,470.6801296968,309.62591884060004
20,21,554.2530513223,279.4242466521
21,22,567.6332684419,352.7162027273
22,23,599.0532671093,361.0948690386
23,24,240.52329592110001,430.60360078440004
24,25,32.0825972787,345.8551009775
25,26,91.0538736891,148.7213270256
26,27,248.2179894723,343.95280173839996
27,28,488.8909044347,3.6122311393
28,29,206.046793982,437.7639406167
29,30,575.8409415632,141.96709601950002
30,31,282.6089948164,329.4183805862
31,32,27.6581484868,424.7684581747
32,33,568.573730987,287.0975660546
33,34,269.46389333310003,295.9464636385
34,35,417.8004856811,341.2596589955
35,36,32.1680938737,448.8998721172
36,37,561.4775136009,357.3543930067
37,38,342.948216747,492.3321423839
38,39,399.6752075383,156.8435035519
39,40,571.7371050025,375.7575350833
40,41,370.75598427510005,151.9060751898
41,42,509.7093253204,435.7975189314
42,43,177.020699975,295.6044772584
43,44,526.1674198605,409.4859418161
44,45,316.5725171854,65.6400108214
45,46,469.2908100279,281.9891445025
46,47,572.7630641426999,373.3208821255
47,48,29.5176994283,330.0382309
48,49,454.0082936692,537.2178547658999
49,50,416.15467622709997,227.61331007409999
50,51,535.2514330806,471.06486437440003
51,52,265.4455533675,684.9987192464
52,53,478.0542110167,509.64520287410005
53,54,370.4781203413,332.5390063041
54,55,598.3479202004,446.86932798559997
55,56,201.1521139175,649.0260268945
56,57,193.69253600259998,680.2322840744
57,58,448.57925988589994,532.793405974
58,59,603.2853485624,134.4006473609
59,60,543.0102490781,481.51682311480005
60,61,214.5750793346,43.646011754300005
61,62,426.3501451825,61.7285415996
62,63,89.0447037063,277.1158385868
63,64,84.4920100219,31.8474816424
64,65,220.0468614154,623.077810308
65,66,688.4613313444,0.47023127259999997
66,67,687.285753163,373.534623613
67,68,75.4934933967,312.9175377486
68,69,63.4170993511,23.703930967399998
69,70,97.93634958770001,211.09109308779998
70,71,399.52558849699994,170.82219683649998
71,72,456.3167017346,597.1937161677
72,73,319.8855102422,626.8396604886
73,74,295.9250894897,664.6291554845
74,75,288.4868857235,667.7284070537
75,76,268.3951858954,52.901018164499995
76,77,140.47090560680002,513.5566720959999
77,78,689.8079027159,167.5947003748
78,79,280.5784506848,458.7533546925
79,80,453.3884433554,282.9082328989
80,81,213.5704943432,525.8681817779
81,82,133.695300452,677.1757808026
82,83,521.1658690522,132.8617086506
83,84,30.265794634699997,450.0754502986
84,85,657.0199585283,39.7772908299
85,86,6.9252241961,23.8749241575
86,87,252.42869677669998,535.1659364856
87,88,42.8551682504,63.8232081774
88,89,145.89993939020002,399.52558849699994
89,90,638.4885715591,62.6262558472
90,91,489.2756391122,665.3131282446
91,92,361.2231139311,564.2347787901
92,93,519.9475425732,347.971141704
93,94,129.3349741063,435.66927403889997
94,95,259.7172815016,454.6495181318
95,96,676.3421890013,371.0979706551
96,97,84.5133841706,183.32607385720002
97,98,77.7164048671,354.38338633
98,99,335.9802442534,660.6321896676001
99,100,264.355471781,377.5743377274
100,101,51.682691685500004,676.0429509187001
101,102,692.13768493,543.8010925819
102,103,169.21913568,547.8194325476001
103,104,194.01314823389998,263.47913168220003
104,105,415.1928395332,78.9133571973
105,106,415.0432204919,479.0801701569
106,107,169.8389859939,245.6103433244
107,108,525.0987124228,213.5063718969
108,109,238.68511912830002,33.4932910965
109,110,116.2112467718,363.57427029400003
110,111,16.9283258126,656.5711014044
111,112,434.3440768162,92.69968314309999
112,113,40.5253860363,424.6829615797
113,114,530.4849979086,183.8390534273
114,115,484.359584899,49.2460387276
115,116,263.6501248722,426.5852608187
116,117,450.28919178620004,126.3853415784
117,118,441.7822805823,299.7724362653
118,119,24.2169105375,500.3474481664
119,120,503.7886861157,514.6895019799
120,121,635.5389390312,200.9811207275
121,122,614.5922732529,418.86919311879996
122,123,21.7161351334,660.9741760476
123,124,143.8266469611,92.69968314309999
124,125,637.719102204,54.2048412384
125,126,566.5645610042,199.95516158729998
126,127,196.68491682799998,221.82091576189998
127,128,384.92704489849996,87.4630166986
128,129,178.1107815614,104.6905805938
129,130,403.2874386776,205.89717494069998
